Column,Accident_Index,Accident_Severity,Date,Day_of_Week,Light_Conditions,Number_of_Casualties,Pedestrian_Crossing_Human_Control,Pedestrian_Crossing_Physical_Facilities,Police_Force,Road_Surface_Conditions,Road_Type,Special_Conditions_at_Site,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Age_Band_of_Driver,Sex_of_Driver,Driver_age_sex,Vehicle_Type
10422,2016420062904,Slight,2016-04-29,Friday,Daylight,1,0,0,Essex,Dry,Single carriageway,None,30,17:00:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
10423,2016420062908,Slight,2016-04-29,Friday,Daylight,1,0,0,Essex,Dry,Single carriageway,None,60,20:30:00,Rural,Fine no high winds,Over 75,Female,Over 75_Female,9
10431,2016420066008,Slight,2016-05-11,Wednesday,Daylight,1,0,0,Essex,Dry,Single carriageway,None,50,07:30:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
10434,2016420067215,Slight,2016-05-17,Tuesday,Darkness - lights unlit,1,0,0,Essex,Dry,Single carriageway,None,30,23:47:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
10435,2016420067439,Serious,2016-05-18,Wednesday,Daylight,2,0,1,Essex,Dry,Single carriageway,None,30,07:35:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
10436,2016420067741,Slight,2016-05-18,Wednesday,Daylight,1,0,0,Essex,Wet or damp,Single carriageway,None,30,17:15:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
10451,2016420072309,Serious,2016-06-05,Sunday,Darkness - lights unlit,1,0,4,Essex,Dry,Single carriageway,None,30,01:30:00,Rural,Fine no high winds,66 - 75,Male,66 - 75_Male,9
10454,2016420073725,Slight,2016-06-08,Wednesday,Daylight,1,0,0,Essex,Dry,Single carriageway,None,30,16:45:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
10467,2016420078540,Fatal,2016-06-21,Tuesday,Darkness - lights lit,1,0,7,Essex,Dry,Single carriageway,None,60,22:50:00,Rural,Fine no high winds,21 - 25,Male,21 - 25_Male,9
10473,2016420081715,Serious,2016-07-01,Friday,Daylight,1,0,0,Essex,Wet or damp,Single carriageway,None,30,08:21:00,Rural,Raining no high winds,66 - 75,Male,66 - 75_Male,9
10474,2016420081719,Serious,2016-06-30,Thursday,Daylight,1,0,8,Essex,Dry,Single carriageway,None,30,17:08:00,Rural,Fine no high winds,21 - 25,Female,21 - 25_Female,9
10479,2016420083534,Serious,2016-07-07,Thursday,Daylight,1,0,0,Essex,Dry,Single carriageway,None,60,07:55:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
10494,2016420087192,Slight,2016-07-19,Tuesday,Daylight,1,0,0,Essex,Dry,Single carriageway,None,30,13:00:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
10495,2016420087271,Serious,2016-07-19,Tuesday,Darkness - lights lit,1,0,0,Essex,Dry,Single carriageway,None,30,21:55:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
10497,2016420087726,Slight,2016-07-18,Monday,Daylight,1,0,0,Essex,Dry,Single carriageway,None,30,07:45:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
10505,2016420088696,Slight,2016-07-24,Sunday,Daylight,1,0,0,Essex,Dry,Single carriageway,None,20,14:43:00,Rural,Fine no high winds,Over 75,Male,Over 75_Male,9
10515,2016420092895,Fatal,2016-08-05,Friday,Darkness - lights unlit,1,0,0,Essex,Dry,Single carriageway,None,30,22:50:00,Rural,Fine no high winds,21 - 25,Male,21 - 25_Male,9
10521,2016420094987,Slight,2016-08-13,Saturday,Daylight,1,0,4,Essex,Dry,Single carriageway,None,30,16:48:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
10530,2016420098587,Slight,2016-08-19,Friday,Daylight,1,0,0,Essex,Dry,Single carriageway,None,30,16:10:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
10534,2016420099976,Slight,2016-08-30,Tuesday,Daylight,1,0,1,Essex,Dry,Single carriageway,None,30,08:20:00,Rural,Fine no high winds,66 - 75,Male,66 - 75_Male,9
10535,2016420101512,Serious,2016-09-02,Friday,Daylight,1,0,0,Essex,Dry,Single carriageway,None,40,21:45:00,Rural,Fine no high winds,56 - 65,Female,56 - 65_Female,9
10541,2016420104595,Serious,2016-09-02,Friday,Daylight,1,0,0,Essex,Dry,Single carriageway,None,30,14:30:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
10561,2016420113743,Slight,2016-10-07,Friday,Darkness - no lighting,1,0,0,Essex,Dry,Single carriageway,None,30,19:00:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
10566,2016420113894,Slight,2016-08-28,Sunday,Daylight,1,0,0,Essex,Dry,Single carriageway,None,60,12:15:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
10567,2016420114149,Serious,2016-10-10,Monday,Daylight,1,0,1,Essex,Dry,One way street,None,30,10:16:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
10577,2016420116329,Slight,2016-10-16,Sunday,Daylight,2,0,0,Essex,Wet or damp,Single carriageway,None,60,10:04:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
10605,2016420128029,Serious,2016-11-18,Friday,Daylight,1,0,0,Essex,Dry,Single carriageway,None,30,08:05:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
10608,2016420128353,Slight,2016-11-21,Monday,Darkness - lights lit,1,0,0,Essex,Dry,Single carriageway,None,30,06:50:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
10612,2016420130018,Slight,2016-11-24,Thursday,Daylight,1,0,0,Essex,Dry,Single carriageway,None,30,08:50:00,Rural,Fine no high winds,56 - 65,Female,56 - 65_Female,9
10617,2016420132888,Serious,2016-11-30,Wednesday,Daylight,1,0,1,Essex,Dry,Single carriageway,None,30,09:49:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
10635,2016420138169,Slight,2016-12-16,Friday,Darkness - lights lit,1,0,1,Essex,Dry,Single carriageway,None,30,16:30:00,Rural,Fine no high winds,66 - 75,Male,66 - 75_Male,9
10653,2016430004523,Serious,2016-12-20,Tuesday,Daylight,1,0,0,Thames Valley,Dry,Single carriageway,None,60,09:35:00,Rural,Fine no high winds,66 - 75,Female,66 - 75_Female,9
10657,2016430007530,Serious,2016-12-23,Friday,Darkness - no lighting,1,0,0,Thames Valley,Wet or damp,Single carriageway,None,30,19:11:00,Rural,Fine no high winds,21 - 25,Female,21 - 25_Female,9
10658,2016430009449,Serious,2016-12-27,Tuesday,Daylight,1,0,4,Thames Valley,Dry,Single carriageway,None,30,11:51:00,Rural,Fine no high winds,Over 75,Male,Over 75_Male,9
10664,2016430024048,Serious,2016-12-10,Saturday,Darkness - lights lit,1,0,0,Thames Valley,Wet or damp,Single carriageway,None,30,19:15:00,Rural,Raining no high winds,46 - 55,Male,46 - 55_Male,9
10680,2016430250277,Slight,2016-04-12,Tuesday,Daylight,1,0,8,Thames Valley,Dry,Single carriageway,Roadworks,30,12:10:00,Rural,Fine no high winds,Over 75,Male,Over 75_Male,9
10683,2016430254447,Slight,2016-09-05,Monday,Daylight,1,0,0,Thames Valley,Dry,Single carriageway,None,30,16:30:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
10692,2016430260288,Fatal,2016-09-13,Tuesday,Darkness - lights unlit,1,0,0,Thames Valley,Dry,Single carriageway,None,60,20:21:00,Rural,Fine no high winds,16 - 20,Female,16 - 20_Female,9
10693,2016430260397,Slight,2016-09-13,Tuesday,Daylight,1,0,1,Thames Valley,Dry,Single carriageway,None,30,09:00:00,Rural,Fine no high winds,66 - 75,Female,66 - 75_Female,9
10695,2016430262307,Serious,2016-09-17,Saturday,Darkness - no lighting,2,0,0,Thames Valley,Dry,Single carriageway,None,60,21:59:00,Rural,Fine no high winds,21 - 25,Male,21 - 25_Male,9
10699,2016430263802,Slight,2016-09-16,Friday,Daylight,1,0,0,Thames Valley,Dry,Single carriageway,None,30,13:27:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
10702,2016430268798,Slight,2016-09-20,Tuesday,Daylight,1,0,0,Thames Valley,Dry,Single carriageway,None,30,08:50:00,Rural,Fine no high winds,66 - 75,Female,66 - 75_Female,9
10705,2016430272380,Slight,2016-09-20,Tuesday,Daylight,1,0,1,Thames Valley,Wet or damp,Single carriageway,None,30,07:53:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
10711,2016430277392,Serious,2016-09-12,Monday,Daylight,1,0,0,Thames Valley,Dry,Single carriageway,None,50,16:30:00,Rural,Fine no high winds,Over 75,Male,Over 75_Male,9
10714,2016430279562,Slight,2016-10-04,Tuesday,Daylight,1,0,0,Thames Valley,Dry,Single carriageway,None,30,08:36:00,Rural,Fine no high winds,21 - 25,Male,21 - 25_Male,9
10721,2016430284547,Serious,2016-09-30,Friday,Daylight,1,0,0,Thames Valley,Dry,Single carriageway,None,30,16:40:00,Rural,Fine no high winds,Over 75,Female,Over 75_Female,9
10729,2016430294331,Slight,2016-10-05,Wednesday,Daylight,1,0,0,Thames Valley,Dry,Single carriageway,None,30,15:51:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
10742,2016430311302,Slight,2016-10-17,Monday,Daylight,1,0,0,Thames Valley,Wet or damp,Single carriageway,None,30,08:55:00,Rural,Fine no high winds,66 - 75,Male,66 - 75_Male,9
10744,2016430313536,Fatal,2016-11-06,Sunday,Darkness - no lighting,1,0,0,Thames Valley,Wet or damp,Dual carriageway,None,70,02:08:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
10747,2016430314720,Serious,2016-10-31,Monday,Daylight,1,0,0,Thames Valley,Dry,Single carriageway,None,40,16:36:00,Rural,Fine no high winds,36 - 45,Male,36 - 45_Male,9
10751,2016430318867,Serious,2016-10-27,Thursday,Darkness - no lighting,1,0,0,Thames Valley,Dry,Single carriageway,None,60,19:35:00,Rural,Fine no high winds,56 - 65,Female,56 - 65_Female,9
10762,2016430327496,Slight,2016-11-14,Monday,Daylight,1,0,0,Thames Valley,Dry,Single carriageway,None,30,07:48:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
10766,2016430327676,Slight,2016-11-10,Thursday,Daylight,1,0,0,Thames Valley,Wet or damp,Single carriageway,None,60,16:10:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
10767,2016430327860,Serious,2016-11-04,Friday,Daylight,1,0,1,Thames Valley,Wet or damp,Single carriageway,None,30,12:17:00,Rural,Raining no high winds,56 - 65,Male,56 - 65_Male,9
10791,2016430345830,Slight,2016-11-27,Sunday,Darkness - lights lit,1,0,0,Thames Valley,Dry,Single carriageway,None,40,18:02:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
10797,2016430352823,Slight,2016-12-05,Monday,Daylight,1,0,0,Thames Valley,Dry,Single carriageway,None,60,16:00:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
10800,2016430359878,Slight,2016-12-11,Sunday,Darkness - lights lit,1,0,0,Thames Valley,Dry,Dual carriageway,None,30,19:04:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
10807,2016430364658,Slight,2016-12-15,Thursday,Daylight,1,0,0,Thames Valley,Dry,Single carriageway,None,30,15:10:00,Rural,Fine no high winds,66 - 75,Male,66 - 75_Male,9
10814,2016430430516,Slight,2016-05-05,Thursday,Daylight,1,0,0,Thames Valley,Dry,Single carriageway,None,40,09:50:00,Rural,Fine no high winds,Over 75,Male,Over 75_Male,9
10821,2016431030616,Serious,2016-06-18,Saturday,Daylight,1,0,0,Thames Valley,Dry,Single carriageway,None,30,12:26:00,Rural,Fine no high winds,Over 75,Male,Over 75_Male,9
10824,2016431160116,Slight,2016-01-10,Sunday,Daylight,1,0,1,Thames Valley,Dry,Single carriageway,None,30,14:36:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
10838,2016431800816,Slight,2016-08-17,Wednesday,Daylight,1,0,0,Thames Valley,Dry,Single carriageway,None,50,17:32:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
10847,2016432250116,Slight,2016-01-25,Monday,Darkness - lights lit,1,0,4,Thames Valley,Wet or damp,Dual carriageway,None,40,07:30:00,Rural,Fine no high winds,21 - 25,Male,21 - 25_Male,9
10850,2016432290716,Slight,2016-07-15,Friday,Daylight,1,0,0,Thames Valley,Dry,Single carriageway,None,40,15:45:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
10854,201643P001086,Slight,2016-08-01,Monday,Daylight,1,0,0,Thames Valley,Wet or damp,Single carriageway,None,30,12:55:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
10858,201643P014076,Slight,2016-07-02,Saturday,Daylight,1,0,0,Thames Valley,Dry,Single carriageway,None,60,10:18:00,Rural,Fine no high winds,21 - 25,Female,21 - 25_Female,9
10860,201643P028016,Slight,2016-01-06,Wednesday,Daylight,1,0,0,Thames Valley,Wet or damp,Single carriageway,None,30,10:58:00,Rural,Raining no high winds,Over 75,Female,Over 75_Female,9
10874,201643P143056,Slight,2016-05-11,Wednesday,Daylight,1,0,0,Thames Valley,Dry,Single carriageway,None,30,17:54:00,Rural,Fine no high winds,36 - 45,Male,36 - 45_Male,9
10878,201643P152066,Slight,2016-06-17,Friday,Daylight,1,0,0,Thames Valley,Dry,Single carriageway,None,30,18:50:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
10879,201643P159066,Serious,2016-06-08,Wednesday,Daylight,1,0,1,Thames Valley,Dry,Single carriageway,None,30,05:32:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
10881,201643P173036,Slight,2016-03-19,Saturday,Daylight,1,0,0,Thames Valley,Dry,Single carriageway,None,30,12:00:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
10896,201643P315056,Slight,2016-05-28,Saturday,Daylight,1,0,8,Thames Valley,Dry,Single carriageway,None,30,07:23:00,Rural,Fine no high winds,56 - 65,Female,56 - 65_Female,9
10924,201643R133066,Slight,2016-06-09,Thursday,Daylight,1,0,8,Thames Valley,Dry,Dual carriageway,None,70,18:30:00,Rural,Fine no high winds,16 - 20,Male,16 - 20_Male,9
10971,201643S092056,Slight,2016-05-24,Tuesday,Daylight,1,0,0,Thames Valley,Dry,Single carriageway,None,60,15:35:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
10976,201643S134026,Serious,2016-02-07,Sunday,Darkness - lights lit,1,0,0,Thames Valley,Wet or damp,Dual carriageway,None,70,03:56:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
10977,201643S152066,Serious,2016-06-27,Monday,Daylight,1,0,0,Thames Valley,Dry,Single carriageway,None,30,13:46:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
10982,201643W002046,Slight,2016-04-01,Friday,Daylight,1,0,1,Thames Valley,Dry,Roundabout,None,20,12:15:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
10987,201643W041056,Slight,2016-05-01,Sunday,Daylight,1,0,0,Thames Valley,Dry,Single carriageway,None,30,15:55:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
10990,201643W058066,Slight,2016-06-08,Wednesday,Daylight,1,0,0,Thames Valley,Dry,Single carriageway,None,30,16:46:00,Rural,Fine no high winds,21 - 25,Female,21 - 25_Female,9
10991,201643W061036,Slight,2016-03-08,Tuesday,Daylight,1,0,0,Thames Valley,Dry,Single carriageway,None,30,08:45:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
10996,201643W110046,Slight,2016-04-15,Friday,Darkness - lights lit,1,0,0,Thames Valley,Wet or damp,Single carriageway,None,60,23:20:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
11002,201643W136016,Slight,2016-01-20,Wednesday,Darkness - no lighting,1,0,0,Thames Valley,Frost or ice,Single carriageway,None,30,04:16:00,Rural,Fine no high winds,36 - 45,Male,36 - 45_Male,9
11005,201643W150086,Slight,2016-08-26,Friday,Daylight,1,0,0,Thames Valley,Dry,Single carriageway,None,60,12:44:00,Rural,Fine no high winds,Over 75,Female,Over 75_Female,9
11010,201643W164056,Slight,2016-05-24,Tuesday,Daylight,1,0,0,Thames Valley,Dry,Dual carriageway,None,40,12:07:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
11017,201643W203056,Slight,2016-05-26,Thursday,Daylight,1,0,0,Thames Valley,Dry,Single carriageway,None,30,09:59:00,Rural,Fine no high winds,56 - 65,Female,56 - 65_Female,9
11022,201643W223016,Slight,2016-01-13,Wednesday,Daylight,1,0,0,Thames Valley,Wet or damp,Single carriageway,None,30,08:25:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
11030,2016440007025,Serious,2016-01-06,Wednesday,Daylight,1,0,0,Hampshire,Wet or damp,Single carriageway,None,30,08:00:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
11049,2016440036748,Slight,2016-01-25,Monday,Daylight,1,0,0,Hampshire,Dry,Single carriageway,None,30,09:28:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
11054,2016440040678,Slight,2016-01-27,Wednesday,Darkness - no lighting,1,0,0,Hampshire,Wet or damp,Single carriageway,None,30,07:20:00,Rural,Raining no high winds,36 - 45,Male,36 - 45_Male,9
11068,2016440058747,Slight,2016-02-08,Monday,Daylight,3,0,0,Hampshire,Dry,Single carriageway,None,30,16:00:00,Rural,Fine no high winds,66 - 75,Female,66 - 75_Female,9
11075,2016440066190,Slight,2016-02-14,Sunday,Daylight,1,0,0,Hampshire,Dry,Single carriageway,None,20,12:20:00,Rural,Fine no high winds,Over 75,Male,Over 75_Male,9
11076,2016440067663,Serious,2016-02-15,Monday,Daylight,1,0,0,Hampshire,Dry,Single carriageway,None,30,15:09:00,Rural,Fine no high winds,36 - 45,Male,36 - 45_Male,9
11104,2016440112987,Slight,2016-03-22,Tuesday,Daylight,1,0,0,Hampshire,Dry,Single carriageway,None,60,10:17:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
11105,2016440114955,Slight,2016-03-23,Wednesday,Daylight,1,0,0,Hampshire,Dry,Single carriageway,None,30,17:10:00,Rural,Fine no high winds,56 - 65,Female,56 - 65_Female,9
11121,2016440138984,Slight,2016-04-12,Tuesday,Daylight,1,0,0,Hampshire,Dry,Single carriageway,None,40,18:15:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
11125,2016440147868,Serious,2016-04-19,Tuesday,Daylight,1,0,4,Hampshire,Dry,Single carriageway,None,30,13:09:00,Rural,Fine no high winds,66 - 75,Female,66 - 75_Female,9
11126,2016440148346,Slight,2016-04-19,Tuesday,Daylight,1,0,0,Hampshire,Dry,Single carriageway,None,30,16:10:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
11134,2016440153321,Slight,2016-04-23,Saturday,Daylight,1,0,0,Hampshire,Dry,Single carriageway,None,60,10:26:00,Rural,Fine no high winds,36 - 45,Male,36 - 45_Male,9
11152,2016440171592,Slight,2016-05-07,Saturday,Daylight,1,0,1,Hampshire,Dry,Single carriageway,None,30,14:12:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
11159,2016440186148,Slight,2016-05-18,Wednesday,Daylight,1,0,0,Hampshire,Wet or damp,Single carriageway,None,30,09:00:00,Rural,Raining no high winds,46 - 55,Female,46 - 55_Female,9
11166,2016440201019,Slight,2016-05-29,Sunday,Daylight,1,0,0,Hampshire,Dry,Single carriageway,None,30,20:20:00,Rural,Fine no high winds,21 - 25,Female,21 - 25_Female,9
11168,2016440202834,Slight,2016-05-31,Tuesday,Daylight,1,0,1,Hampshire,Wet or damp,Single carriageway,None,30,12:41:00,Rural,Raining no high winds,66 - 75,Female,66 - 75_Female,9
11177,2016440209943,Fatal,2016-06-05,Sunday,Darkness - no lighting,1,0,0,Hampshire,Dry,Dual carriageway,None,70,23:30:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
11180,2016440215188,Slight,2016-06-09,Thursday,Daylight,1,0,0,Hampshire,Dry,Single carriageway,None,30,15:05:00,Rural,Fine no high winds,56 - 65,Female,56 - 65_Female,9
11181,2016440215266,Slight,2016-06-09,Thursday,Daylight,1,0,0,Hampshire,Dry,Single carriageway,None,40,15:01:00,Rural,Fine no high winds,66 - 75,Female,66 - 75_Female,9
11185,2016440217833,Slight,2016-06-11,Saturday,Daylight,1,0,0,Hampshire,Dry,Single carriageway,None,30,10:00:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
11189,2016440224397,Slight,2016-06-16,Thursday,Daylight,1,0,0,Hampshire,Dry,Single carriageway,None,30,08:45:00,Rural,Fine no high winds,Over 75,Male,Over 75_Male,9
11198,2016440239297,Serious,2016-06-27,Monday,Daylight,1,0,0,Hampshire,Dry,Single carriageway,None,60,14:00:00,Rural,Fine no high winds,66 - 75,Male,66 - 75_Male,9
11200,2016440241760,Serious,2016-06-29,Wednesday,Daylight,1,0,8,Hampshire,Wet or damp,Single carriageway,None,30,12:20:00,Rural,Raining no high winds,16 - 20,Male,16 - 20_Male,9
11221,2016440270867,Slight,2016-07-20,Wednesday,Daylight,1,0,0,Hampshire,Dry,Single carriageway,None,20,15:30:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
11222,2016440274867,Slight,2016-07-23,Saturday,Daylight,1,0,0,Hampshire,Dry,Single carriageway,None,30,14:00:00,Rural,Fine no high winds,66 - 75,Female,66 - 75_Female,9
11223,2016440275104,Slight,2016-07-23,Saturday,Daylight,1,0,0,Hampshire,Dry,Single carriageway,None,30,17:25:00,Rural,Fine no high winds,21 - 25,Male,21 - 25_Male,9
11224,2016440275196,Slight,2016-07-23,Saturday,Daylight,1,0,0,Hampshire,Dry,Single carriageway,None,60,19:00:00,Rural,Fine no high winds,56 - 65,Female,56 - 65_Female,9
11232,2016440286775,Slight,2016-08-01,Monday,Daylight,1,0,0,Hampshire,Dry,Single carriageway,None,30,10:29:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
11234,2016440287471,Slight,2016-08-01,Monday,Daylight,1,0,0,Hampshire,Dry,Single carriageway,None,40,15:50:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
11242,2016440305496,Slight,2016-08-12,Friday,Daylight,1,0,0,Hampshire,Dry,Single carriageway,None,30,15:15:00,Rural,Fine no high winds,Over 75,Male,Over 75_Male,9
11253,2016440329230,Serious,2016-09-01,Thursday,Daylight,1,0,0,Hampshire,Dry,Single carriageway,None,30,15:15:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
11262,2016440342676,Slight,2016-09-11,Sunday,Daylight,1,0,0,Hampshire,Dry,Single carriageway,None,40,13:20:00,Rural,Fine no high winds,36 - 45,Male,36 - 45_Male,9
11281,2016440376599,Serious,2016-10-05,Wednesday,Daylight,1,0,4,Hampshire,Dry,Single carriageway,None,30,15:05:00,Rural,Fine no high winds,66 - 75,Male,66 - 75_Male,9
11284,2016440379323,Slight,2016-10-04,Tuesday,Darkness - no lighting,1,0,0,Hampshire,Dry,Single carriageway,None,40,19:30:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
11289,2016440389955,Slight,2016-10-15,Saturday,Daylight,1,0,0,Hampshire,Dry,Single carriageway,None,30,12:20:00,Rural,Fine no high winds,66 - 75,Female,66 - 75_Female,9
11295,2016440393777,Slight,2016-10-18,Tuesday,Daylight,1,0,0,Hampshire,Dry,Single carriageway,None,30,14:35:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
11303,2016440398796,Serious,2016-10-22,Saturday,Darkness - lights lit,2,0,4,Hampshire,Dry,Dual carriageway,None,40,18:36:00,Rural,Fine no high winds,36 - 45,Male,36 - 45_Male,9
11308,2016440414359,Slight,2016-11-02,Wednesday,Daylight,1,0,0,Hampshire,Dry,Single carriageway,None,30,13:22:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
11313,2016440421776,Slight,2016-11-08,Tuesday,Daylight,1,0,0,Hampshire,Dry,Dual carriageway,None,70,11:00:00,Rural,Fine no high winds,66 - 75,Male,66 - 75_Male,9
11314,2016440422694,Fatal,2016-11-08,Tuesday,Darkness - lights lit,2,0,4,Hampshire,Wet or damp,Single carriageway,None,30,19:00:00,Rural,Raining no high winds,21 - 25,Male,21 - 25_Male,9
11324,2016440433276,Serious,2016-11-16,Wednesday,Darkness - lights lit,1,0,1,Hampshire,Dry,Single carriageway,None,20,16:45:00,Rural,Fine no high winds,66 - 75,Male,66 - 75_Male,9
11328,2016440437549,Serious,2016-11-19,Saturday,Darkness - no lighting,1,0,0,Hampshire,Wet or damp,Single carriageway,None,30,18:25:00,Rural,Raining + high winds,21 - 25,Female,21 - 25_Female,9
11335,2016440442729,Fatal,2016-11-23,Wednesday,Darkness - no lighting,1,0,0,Hampshire,Dry,Single carriageway,None,50,17:28:00,Rural,Fine no high winds,36 - 45,Male,36 - 45_Male,9
11342,2016440448242,Slight,2016-11-28,Monday,Daylight,1,0,1,Hampshire,Dry,Single carriageway,None,30,09:00:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
11377,2016440478078,Serious,2016-12-19,Monday,Darkness - lights lit,1,0,4,Hampshire,Wet or damp,Single carriageway,None,30,20:20:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
11381,2016440481238,Slight,2016-12-22,Thursday,Daylight,1,0,0,Hampshire,Wet or damp,Single carriageway,None,30,09:22:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
11383,2016440483131,Serious,2016-12-23,Friday,Darkness - lights lit,1,0,0,Hampshire,Wet or damp,Single carriageway,None,30,16:30:00,Rural,Raining no high winds,16 - 20,Male,16 - 20_Male,9
11385,2016440486552,Fatal,2016-12-27,Tuesday,Darkness - no lighting,1,0,0,Hampshire,Dry,Single carriageway,None,60,17:30:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
11398,2016450039668,Slight,2016-01-06,Wednesday,Daylight,1,0,0,Surrey,Dry,Single carriageway,None,30,10:15:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
11402,2016450040622,Slight,2016-01-19,Tuesday,Daylight,1,0,0,Surrey,Frost or ice,Single carriageway,None,40,08:00:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
11408,2016450041535,Serious,2016-01-08,Friday,Darkness - no lighting,1,0,1,Surrey,Wet or damp,Single carriageway,None,30,16:30:00,Rural,Raining no high winds,36 - 45,Female,36 - 45_Female,9
11415,2016450042920,Slight,2016-02-03,Wednesday,Darkness - lighting unknown,1,0,0,Surrey,Dry,Single carriageway,None,30,23:55:00,Rural,Fine no high winds,66 - 75,Male,66 - 75_Male,9
11416,2016450042958,Slight,2016-01-26,Tuesday,Daylight,1,0,5,Surrey,Wet or damp,Single carriageway,None,30,15:05:00,Rural,Raining no high winds,46 - 55,Female,46 - 55_Female,9
11428,2016450045441,Serious,2016-02-08,Monday,Darkness - lights lit,1,0,8,Surrey,Wet or damp,Roundabout,None,30,17:45:00,Rural,Raining + high winds,46 - 55,Male,46 - 55_Male,9
11430,2016450045553,Slight,2016-02-09,Tuesday,Daylight,1,0,0,Surrey,Wet or damp,Single carriageway,None,30,08:50:00,Rural,Fine no high winds,36 - 45,Male,36 - 45_Male,9
11432,2016450045844,Slight,2016-02-10,Wednesday,Daylight,1,0,0,Surrey,Wet or damp,Dual carriageway,None,30,12:50:00,Rural,Fine no high winds,56 - 65,Female,56 - 65_Female,9
